...1,participant,Sub_ID,Gender,Age,CorrectAns,BlockType,response_training_2.rt,trial_n,block_n,run_n,block_type_n,AQ_score,social_interaction_spontaneity,communication_reciprocity,social_dimensions,AQ_group,med_split
1549,flcs96,flcs96,female,26,FALSE,social,1.1838,52,3,0,2,9,1,5,6,median,Low AQ
1550,flcs96,flcs96,female,26,TRUE,social,1.1571,53,3,1,2,9,1,5,6,median,Low AQ
1551,flcs96,flcs96,female,26,TRUE,social,1.1118,54,3,1,2,9,1,5,6,median,Low AQ
1552,flcs96,flcs96,female,26,FALSE,social,3.3038,51,3,0,2,9,1,5,6,median,Low AQ
1553,flcs96,flcs96,female,26,TRUE,social,1.5636,56,3,1,2,9,1,5,6,median,Low AQ
1554,flcs96,flcs96,female,26,TRUE,social,1.1471,57,3,2,2,9,1,5,6,median,Low AQ
1555,flcs96,flcs96,female,26,FALSE,social,2.0232,58,3,2,2,9,1,5,6,median,Low AQ
1556,flcs96,flcs96,female,26,TRUE,nonsocial,1.2706,46,2,5,1,9,1,5,6,median,Low AQ
1557,flcs96,flcs96,female,26,FALSE,social,1.35,60,3,2,2,9,1,5,6,median,Low AQ
1558,flcs96,flcs96,female,26,TRUE,social,1.5923,61,3,3,2,9,1,5,6,median,Low AQ
1559,flcs96,flcs96,female,26,FALSE,social,1.9635,20,1,4,1,9,1,5,6,median,Low AQ
1560,flcs96,flcs96,female,26,TRUE,social,1.2886,21,1,5,1,9,1,5,6,median,Low AQ
1561,flcs96,flcs96,female,26,TRUE,social,2.9836,22,1,5,1,9,1,5,6,median,Low AQ
1562,flcs96,flcs96,female,26,FALSE,social,3.4531,23,1,5,1,9,1,5,6,median,Low AQ
1563,flcs96,flcs96,female,26,TRUE,social,1.2861,24,1,5,1,9,1,5,6,median,Low AQ
1564,flcs96,flcs96,female,26,TRUE,nonsocial,2.1314,25,2,0,1,9,1,5,6,median,Low AQ
1565,flcs96,flcs96,female,26,TRUE,social,1.0052,55,3,1,2,9,1,5,6,median,Low AQ
1566,flcs96,flcs96,female,26,TRUE,nonsocial,1.3237,27,2,0,1,9,1,5,6,median,Low AQ
1567,flcs96,flcs96,female,26,FALSE,nonsocial,1.2706,28,2,0,1,9,1,5,6,median,Low AQ
1568,flcs96,flcs96,female,26,TRUE,nonsocial,3.093,29,2,1,1,9,1,5,6,median,Low AQ
1569,flcs96,flcs96,female,26,FALSE,social,1.2786,59,3,2,2,9,1,5,6,median,Low AQ
1570,flcs96,flcs96,female,26,TRUE,social,2.1416,72,3,5,2,9,1,5,6,median,Low AQ
1571,flcs96,flcs96,female,26,FALSE,nonsocial,1.1684,73,4,0,2,9,1,5,6,median,Low AQ
1572,flcs96,flcs96,female,26,FALSE,nonsocial,2.2438,33,2,2,1,9,1,5,6,median,Low AQ
1573,flcs96,flcs96,female,26,FALSE,nonsocial,1.4787,34,2,2,1,9,1,5,6,median,Low AQ
1574,flcs96,flcs96,female,26,FALSE,nonsocial,2.1436,35,2,2,1,9,1,5,6,median,Low AQ
1575,flcs96,flcs96,female,26,FALSE,nonsocial,1.6467,36,2,2,1,9,1,5,6,median,Low AQ
1576,flcs96,flcs96,female,26,FALSE,nonsocial,1.8488,37,2,3,1,9,1,5,6,median,Low AQ
1577,flcs96,flcs96,female,26,FALSE,nonsocial,NA,38,2,3,1,9,1,5,6,median,Low AQ
1578,flcs96,flcs96,female,26,TRUE,nonsocial,1.6859,26,2,0,1,9,1,5,6,median,Low AQ
1579,flcs96,flcs96,female,26,FALSE,social,1.2026,1,1,0,1,9,1,5,6,median,Low AQ
1580,flcs96,flcs96,female,26,FALSE,social,1.3666,2,1,0,1,9,1,5,6,median,Low AQ
1581,flcs96,flcs96,female,26,FALSE,social,0.5669,3,1,0,1,9,1,5,6,median,Low AQ
1582,flcs96,flcs96,female,26,FALSE,social,1.2961,71,3,5,2,9,1,5,6,median,Low AQ
1583,flcs96,flcs96,female,26,FALSE,nonsocial,1.9073,45,2,5,1,9,1,5,6,median,Low AQ
1584,flcs96,flcs96,female,26,FALSE,nonsocial,1.4874,47,2,5,1,9,1,5,6,median,Low AQ
1585,flcs96,flcs96,female,26,FALSE,social,1.8926,6,1,1,1,9,1,5,6,median,High AQ
1586,flcs96,flcs96,female,26,FALSE,social,2.8655,7,1,1,1,9,1,5,6,median,High AQ
1587,flcs96,flcs96,female,26,FALSE,social,2.0832,8,1,1,1,9,1,5,6,median,High AQ
1588,flcs96,flcs96,female,26,FALSE,social,1.7261,9,1,2,1,9,1,5,6,median,High AQ
1589,flcs96,flcs96,female,26,FALSE,social,2.0132,10,1,2,1,9,1,5,6,median,High AQ
1590,flcs96,flcs96,female,26,FALSE,social,2.7118,11,1,2,1,9,1,5,6,median,High AQ
1591,flcs96,flcs96,female,26,TRUE,social,3.2115,12,1,2,1,9,1,5,6,median,High AQ
1592,flcs96,flcs96,female,26,FALSE,social,NA,13,1,3,1,9,1,5,6,median,High AQ
1593,flcs96,flcs96,female,26,TRUE,social,2.7142,14,1,3,1,9,1,5,6,median,High AQ
1594,flcs96,flcs96,female,26,TRUE,social,1.5352,15,1,3,1,9,1,5,6,median,High AQ
1595,flcs96,flcs96,female,26,TRUE,social,2.3886,16,1,3,1,9,1,5,6,median,High AQ
1596,flcs96,flcs96,female,26,TRUE,social,2.4814,17,1,4,1,9,1,5,6,median,High AQ
1597,flcs96,flcs96,female,26,TRUE,social,2.0963,18,1,4,1,9,1,5,6,median,High AQ
1598,flcs96,flcs96,female,26,FALSE,social,2.2097,19,1,4,1,9,1,5,6,median,High AQ
1599,flcs96,flcs96,female,26,TRUE,social,1.1567,5,1,1,1,9,1,5,6,median,High AQ
1600,flcs96,flcs96,female,26,FALSE,nonsocial,0.9932,74,4,0,2,9,1,5,6,median,High AQ
1601,flcs96,flcs96,female,26,TRUE,nonsocial,0.4383,75,4,0,2,9,1,5,6,median,High AQ
1602,flcs96,flcs96,female,26,TRUE,nonsocial,1.3497,76,4,0,2,9,1,5,6,median,High AQ
1603,flcs96,flcs96,female,26,FALSE,nonsocial,1.3169,77,4,1,2,9,1,5,6,median,High AQ
1604,flcs96,flcs96,female,26,FALSE,nonsocial,1.394,78,4,1,2,9,1,5,6,median,High AQ
1605,flcs96,flcs96,female,26,FALSE,nonsocial,2.0664,79,4,1,2,9,1,5,6,median,High AQ
1606,flcs96,flcs96,female,26,TRUE,social,2.1346,68,3,4,2,9,1,5,6,median,High AQ
1607,flcs96,flcs96,female,26,TRUE,social,2.897,69,3,5,2,9,1,5,6,median,High AQ
1608,flcs96,flcs96,female,26,FALSE,social,2.2275,70,3,5,2,9,1,5,6,median,High AQ
1609,flcs96,flcs96,female,26,TRUE,nonsocial,2.6762,41,2,4,1,9,1,5,6,median,High AQ
1610,flcs96,flcs96,female,26,FALSE,nonsocial,1.4574,42,2,4,1,9,1,5,6,median,High AQ
1611,flcs96,flcs96,female,26,FALSE,nonsocial,1.3962,44,2,4,1,9,1,5,6,median,High AQ
1612,flcs96,flcs96,female,26,FALSE,social,1.6179,4,1,0,1,9,1,5,6,median,High AQ
1613,flcs96,flcs96,female,26,TRUE,nonsocial,1.42,86,4,3,2,9,1,5,6,median,High AQ
1614,flcs96,flcs96,female,26,TRUE,nonsocial,2.2498,87,4,3,2,9,1,5,6,median,High AQ
1615,flcs96,flcs96,female,26,FALSE,nonsocial,2.4436,88,4,3,2,9,1,5,6,median,High AQ
1616,flcs96,flcs96,female,26,TRUE,nonsocial,1.8844,89,4,4,2,9,1,5,6,median,High AQ
1617,flcs96,flcs96,female,26,TRUE,nonsocial,0.7754,90,4,4,2,9,1,5,6,median,High AQ
1618,flcs96,flcs96,female,26,TRUE,nonsocial,2.1023,91,4,4,2,9,1,5,6,median,High AQ
1619,flcs96,flcs96,female,26,FALSE,nonsocial,0.994,80,4,1,2,9,1,5,6,median,High AQ
1620,flcs96,flcs96,female,26,TRUE,nonsocial,2.279,39,2,3,1,9,1,5,6,median,High AQ
1621,flcs96,flcs96,female,26,TRUE,nonsocial,1.5355,40,2,3,1,9,1,5,6,median,High AQ
1622,flcs96,flcs96,female,26,TRUE,nonsocial,1.8959,95,4,5,2,9,1,5,6,median,High AQ
1623,flcs96,flcs96,female,26,FALSE,nonsocial,1.4728,96,4,5,2,9,1,5,6,median,High AQ
1624,flcs96,flcs96,female,26,TRUE,nonsocial,3.4847,84,4,2,2,9,1,5,6,median,High AQ
1625,flcs96,flcs96,female,26,TRUE,nonsocial,2.2387,93,4,5,2,9,1,5,6,median,High AQ
1626,flcs96,flcs96,female,26,TRUE,nonsocial,1.4074,85,4,3,2,9,1,5,6,median,High AQ
1627,flcs96,flcs96,female,26,FALSE,nonsocial,1.2442,82,4,2,2,9,1,5,6,median,High AQ
1628,flcs96,flcs96,female,26,TRUE,nonsocial,2.355,92,4,4,2,9,1,5,6,median,High AQ
1629,flcs96,flcs96,female,26,TRUE,nonsocial,2.4008,94,4,5,2,9,1,5,6,median,High AQ
1630,flcs96,flcs96,female,26,FALSE,nonsocial,1.616,43,2,4,1,9,1,5,6,median,High AQ
1631,flcs96,flcs96,female,26,TRUE,nonsocial,1.8891,83,4,2,2,9,1,5,6,median,High AQ
1632,flcs96,flcs96,female,26,FALSE,nonsocial,2.5901,81,4,2,2,9,1,5,6,median,High AQ
1633,flre91,flre91,male,31,TRUE,nonsocial,0.9034,87,4,3,2,11,2,4,6,median,High AQ
1634,flre91,flre91,male,31,TRUE,nonsocial,0.8824,91,4,4,2,11,2,4,6,median,High AQ
1635,flre91,flre91,male,31,TRUE,nonsocial,0.7421,92,4,4,2,11,2,4,6,median,High AQ
1636,flre91,flre91,male,31,TRUE,nonsocial,0.6841,90,4,4,2,11,2,4,6,median,High AQ
1637,flre91,flre91,male,31,TRUE,social,1.0715,18,1,4,1,11,2,4,6,median,High AQ
1638,flre91,flre91,male,31,TRUE,social,0.5758,19,1,4,1,11,2,4,6,median,High AQ
1639,flre91,flre91,male,31,TRUE,nonsocial,0.8795,89,4,4,2,11,2,4,6,median,High AQ
1640,flre91,flre91,male,31,TRUE,nonsocial,0.6368,47,2,5,1,11,2,4,6,median,High AQ
1641,flre91,flre91,male,31,TRUE,nonsocial,0.6404,48,2,5,1,11,2,4,6,median,High AQ
1642,flre91,flre91,male,31,TRUE,social,1.9651,49,3,0,2,11,2,4,6,median,High AQ
1643,flre91,flre91,male,31,TRUE,nonsocial,0.8431,93,4,5,2,11,2,4,6,median,High AQ
1644,flre91,flre91,male,31,TRUE,social,0.9522,51,3,0,2,11,2,4,6,median,High AQ
1645,flre91,flre91,male,31,FALSE,social,1.4515,52,3,0,2,11,2,4,6,median,High AQ
1646,flre91,flre91,male,31,TRUE,social,1.7821,53,3,1,2,11,2,4,6,median,High AQ
1647,flre91,flre91,male,31,FALSE,social,0.9674,50,3,0,2,11,2,4,6,median,High AQ
1648,flre91,flre91,male,31,TRUE,social,0.6064,16,1,3,1,11,2,4,6,median,High AQ
1649,flre91,flre91,male,31,TRUE,social,0.7442,17,1,4,1,11,2,4,6,median,High AQ
1650,flre91,flre91,male,31,TRUE,nonsocial,1.5436,85,4,3,2,11,2,4,6,median,High AQ
1651,flre91,flre91,male,31,TRUE,nonsocial,0.7688,86,4,3,2,11,2,4,6,median,High AQ
1652,flre91,flre91,male,31,TRUE,nonsocial,0.7165,88,4,3,2,11,2,4,6,median,High AQ
1653,flre91,flre91,male,31,TRUE,social,0.6737,20,1,4,1,11,2,4,6,median,High AQ
1654,flre91,flre91,male,31,TRUE,social,0.7896,21,1,5,1,11,2,4,6,median,High AQ
1655,flre91,flre91,male,31,TRUE,social,0.6697,22,1,5,1,11,2,4,6,median,High AQ
1656,flre91,flre91,male,31,TRUE,social,0.66,23,1,5,1,11,2,4,6,median,High AQ
1657,flre91,flre91,male,31,TRUE,social,0.736,24,1,5,1,11,2,4,6,median,High AQ
1658,flre91,flre91,male,31,FALSE,nonsocial,1.4804,25,2,0,1,11,2,4,6,median,High AQ
1659,flre91,flre91,male,31,FALSE,nonsocial,0.5996,26,2,0,1,11,2,4,6,median,High AQ
1660,flre91,flre91,male,31,TRUE,social,0.8353,54,3,1,2,11,2,4,6,median,High AQ
1661,flre91,flre91,male,31,FALSE,social,0.6752,55,3,1,2,11,2,4,6,median,High AQ
1662,flre91,flre91,male,31,TRUE,social,0.392,56,3,1,2,11,2,4,6,median,High AQ
1663,flre91,flre91,male,31,TRUE,social,0.8148,57,3,2,2,11,2,4,6,median,High AQ
1664,flre91,flre91,male,31,TRUE,social,0.6746,58,3,2,2,11,2,4,6,median,High AQ
1665,flre91,flre91,male,31,TRUE,nonsocial,0.9943,46,2,5,1,11,2,4,6,median,High AQ
1666,flre91,flre91,male,31,TRUE,nonsocial,0.7752,74,4,0,2,11,2,4,6,median,High AQ
1667,flre91,flre91,male,31,TRUE,nonsocial,1.1869,75,4,0,2,11,2,4,6,median,High AQ
1668,flre91,flre91,male,31,TRUE,nonsocial,0.4642,76,4,0,2,11,2,4,6,median,High AQ
1669,flre91,flre91,male,31,TRUE,nonsocial,1.052,77,4,1,2,11,2,4,6,median,High AQ
1670,flre91,flre91,male,31,TRUE,nonsocial,0.9365,78,4,1,2,11,2,4,6,median,High AQ
1671,flre91,flre91,male,31,TRUE,nonsocial,0.6415,79,4,1,2,11,2,4,6,median,High AQ
1672,flre91,flre91,male,31,TRUE,nonsocial,0.7328,80,4,1,2,11,2,4,6,median,High AQ
1673,flre91,flre91,male,31,TRUE,nonsocial,0.7156,81,4,2,2,11,2,4,6,median,High AQ
1674,flre91,flre91,male,31,TRUE,nonsocial,0.5269,82,4,2,2,11,2,4,6,median,High AQ
1675,flre91,flre91,male,31,TRUE,nonsocial,0.6569,83,4,2,2,11,2,4,6,median,High AQ
1676,flre91,flre91,male,31,TRUE,nonsocial,0.483,84,4,2,2,11,2,4,6,median,High AQ
1677,flre91,flre91,male,31,TRUE,nonsocial,1.2863,44,2,4,1,11,2,4,6,median,High AQ
1678,flre91,flre91,male,31,TRUE,social,0.6714,59,3,2,2,11,2,4,6,median,High AQ
1679,flre91,flre91,male,31,TRUE,social,1.1457,5,1,1,1,11,2,4,6,median,High AQ
1680,flre91,flre91,male,31,TRUE,social,0.763,6,1,1,1,11,2,4,6,median,High AQ
1681,flre91,flre91,male,31,TRUE,social,0.5594,7,1,1,1,11,2,4,6,median,High AQ
1682,flre91,flre91,male,31,TRUE,social,0.4253,8,1,1,1,11,2,4,6,median,High AQ
1683,flre91,flre91,male,31,TRUE,social,1.4215,9,1,2,1,11,2,4,6,median,High AQ
1684,flre91,flre91,male,31,TRUE,social,0.8048,10,1,2,1,11,2,4,6,median,High AQ
1685,flre91,flre91,male,31,TRUE,social,0.7472,11,1,2,1,11,2,4,6,median,High AQ
1686,flre91,flre91,male,31,TRUE,social,0.639,12,1,2,1,11,2,4,6,median,High AQ
1687,flre91,flre91,male,31,TRUE,nonsocial,3.4486,94,4,5,2,11,2,4,6,median,High AQ
1688,flre91,flre91,male,31,TRUE,nonsocial,0.4672,95,4,5,2,11,2,4,6,median,High AQ
1689,flre91,flre91,male,31,TRUE,nonsocial,0.6257,96,4,5,2,11,2,4,6,median,High AQ
1690,flre91,flre91,male,31,TRUE,nonsocial,0.6059,30,2,1,1,11,2,4,6,median,High AQ
1691,flre91,flre91,male,31,TRUE,nonsocial,1.4755,45,2,5,1,11,2,4,6,median,High AQ
1692,flre91,flre91,male,31,TRUE,nonsocial,1.3663,73,4,0,2,11,2,4,6,median,High AQ
1693,flre91,flre91,male,31,TRUE,social,0.7037,60,3,2,2,11,2,4,6,median,High AQ
1694,flre91,flre91,male,31,TRUE,social,1.2697,61,3,3,2,11,2,4,6,median,High AQ
1695,flre91,flre91,male,31,TRUE,social,0.7105,62,3,3,2,11,2,4,6,median,High AQ
1696,flre91,flre91,male,31,TRUE,social,0.9894,63,3,3,2,11,2,4,6,median,High AQ
1697,flre91,flre91,male,31,TRUE,social,0.501,64,3,3,2,11,2,4,6,median,High AQ
1698,flre91,flre91,male,31,FALSE,social,1.2204,65,3,4,2,11,2,4,6,median,High AQ
1699,flre91,flre91,male,31,TRUE,social,0.8151,66,3,4,2,11,2,4,6,median,High AQ
1700,flre91,flre91,male,31,TRUE,nonsocial,1.7071,27,2,0,1,11,2,4,6,median,High AQ
1701,flre91,flre91,male,31,FALSE,nonsocial,0.3754,28,2,0,1,11,2,4,6,median,High AQ
1702,flre91,flre91,male,31,TRUE,nonsocial,1.1896,29,2,1,1,11,2,4,6,median,High AQ
1703,flre91,flre91,male,31,TRUE,nonsocial,0.8148,43,2,4,1,11,2,4,6,median,High AQ
1704,flre91,flre91,male,31,TRUE,social,1.5582,1,1,0,1,11,2,4,6,median,High AQ
1705,flre91,flre91,male,31,TRUE,social,0.9136,2,1,0,1,11,2,4,6,median,High AQ
1706,flre91,flre91,male,31,TRUE,nonsocial,1.9454,33,2,2,1,11,2,4,6,median,High AQ
1707,flre91,flre91,male,31,TRUE,nonsocial,1.8424,34,2,2,1,11,2,4,6,median,High AQ
1708,flre91,flre91,male,31,FALSE,nonsocial,0.9123,35,2,2,1,11,2,4,6,median,High AQ
1709,flre91,flre91,male,31,TRUE,nonsocial,0.395,36,2,2,1,11,2,4,6,median,High AQ
1710,flre91,flre91,male,31,TRUE,nonsocial,1.8743,37,2,3,1,11,2,4,6,median,High AQ
1711,flre91,flre91,male,31,TRUE,nonsocial,0.7326,38,2,3,1,11,2,4,6,median,High AQ
1712,flre91,flre91,male,31,TRUE,nonsocial,0.9136,39,2,3,1,11,2,4,6,median,High AQ
1713,flre91,flre91,male,31,TRUE,nonsocial,1.1821,40,2,3,1,11,2,4,6,median,High AQ
1714,flre91,flre91,male,31,TRUE,nonsocial,0.8904,41,2,4,1,11,2,4,6,median,High AQ
1715,flre91,flre91,male,31,FALSE,nonsocial,0.9306,42,2,4,1,11,2,4,6,median,High AQ
1716,flre91,flre91,male,31,TRUE,social,0.7031,15,1,3,1,11,2,4,6,median,High AQ
1717,flre91,flre91,male,31,TRUE,social,0.6656,69,3,5,2,11,2,4,6,median,High AQ
1718,flre91,flre91,male,31,TRUE,social,1.4738,70,3,5,2,11,2,4,6,median,High AQ
1719,flre91,flre91,male,31,TRUE,social,0.7989,3,1,0,1,11,2,4,6,median,High AQ
1720,flre91,flre91,male,31,TRUE,social,0.9721,4,1,0,1,11,2,4,6,median,High AQ
1721,flre91,flre91,male,31,TRUE,social,0.7119,71,3,5,2,11,2,4,6,median,High AQ
1722,flre91,flre91,male,31,FALSE,nonsocial,0.7983,31,2,1,1,11,2,4,6,median,High AQ
1723,flre91,flre91,male,31,TRUE,social,0.9327,13,1,3,1,11,2,4,6,median,High AQ
1724,flre91,flre91,male,31,TRUE,social,0.4988,14,1,3,1,11,2,4,6,median,High AQ
1725,flre91,flre91,male,31,TRUE,social,0.5578,68,3,4,2,11,2,4,6,median,High AQ
1726,flre91,flre91,male,31,TRUE,social,0.3576,72,3,5,2,11,2,4,6,median,High AQ
1727,flre91,flre91,male,31,FALSE,nonsocial,0.9856,32,2,1,1,11,2,4,6,median,High AQ
1728,flre91,flre91,male,31,TRUE,social,0.7584,67,3,4,2,11,2,4,6,median,High AQ
1729,flsc98,flsc98,male,23,TRUE,social,0.746,75,4,0,2,11,4,4,8,median,High AQ
1730,flsc98,flsc98,male,23,TRUE,social,0.9839,76,4,0,2,11,4,4,8,median,High AQ
1731,flsc98,flsc98,male,23,TRUE,social,1.4041,79,4,1,2,11,4,4,8,median,High AQ
1732,flsc98,flsc98,male,23,TRUE,nonsocial,0.545,3,1,0,1,11,4,4,8,median,High AQ
1733,flsc98,flsc98,male,23,TRUE,social,1.1975,77,4,1,2,11,4,4,8,median,High AQ
1734,flsc98,flsc98,male,23,TRUE,nonsocial,1.2336,2,1,0,1,11,4,4,8,median,High AQ
1735,flsc98,flsc98,male,23,TRUE,social,1.1848,46,2,5,1,11,4,4,8,median,High AQ
1736,flsc98,flsc98,male,23,TRUE,social,1.9735,47,2,5,1,11,4,4,8,median,High AQ
1737,flsc98,flsc98,male,23,TRUE,social,1.4852,78,4,1,2,11,4,4,8,median,High AQ
1738,flsc98,flsc98,male,23,TRUE,social,0.8153,74,4,0,2,11,4,4,8,median,High AQ
1739,flsc98,flsc98,male,23,TRUE,nonsocial,0.7461,50,3,0,2,11,4,4,8,median,High AQ
1740,flsc98,flsc98,male,23,TRUE,nonsocial,0.8574,51,3,0,2,11,4,4,8,median,High AQ
1741,flsc98,flsc98,male,23,TRUE,social,0.8943,48,2,5,1,11,4,4,8,median,High AQ
1742,flsc98,flsc98,male,23,FALSE,nonsocial,1.853,49,3,0,2,11,4,4,8,median,High AQ
1743,flsc98,flsc98,male,23,TRUE,social,1.2462,41,2,4,1,11,4,4,8,median,High AQ
1744,flsc98,flsc98,male,23,TRUE,social,0.9682,42,2,4,1,11,4,4,8,median,High AQ
1745,flsc98,flsc98,male,23,TRUE,social,0.9821,43,2,4,1,11,4,4,8,median,High AQ
1746,flsc98,flsc98,male,23,TRUE,nonsocial,0.5593,1,1,0,1,11,4,4,8,median,High AQ
1747,flsc98,flsc98,male,23,TRUE,social,1.5263,45,2,5,1,11,4,4,8,median,High AQ
1748,flsc98,flsc98,male,23,TRUE,nonsocial,1.1679,61,3,3,2,11,4,4,8,median,High AQ
1749,flsc98,flsc98,male,23,TRUE,nonsocial,0.8994,62,3,3,2,11,4,4,8,median,High AQ
1750,flsc98,flsc98,male,23,TRUE,nonsocial,0.9343,63,3,3,2,11,4,4,8,median,High AQ
1751,flsc98,flsc98,male,23,TRUE,nonsocial,0.9763,64,3,3,2,11,4,4,8,median,High AQ
1752,flsc98,flsc98,male,23,FALSE,nonsocial,0.7986,65,3,4,2,11,4,4,8,median,High AQ
1753,flsc98,flsc98,male,23,TRUE,nonsocial,0.8435,66,3,4,2,11,4,4,8,median,High AQ
1754,flsc98,flsc98,male,23,TRUE,nonsocial,0.6622,67,3,4,2,11,4,4,8,median,High AQ
1755,flsc98,flsc98,male,23,TRUE,nonsocial,0.4315,68,3,4,2,11,4,4,8,median,High AQ
1756,flsc98,flsc98,male,23,TRUE,nonsocial,0.8615,69,3,5,2,11,4,4,8,median,High AQ
1757,flsc98,flsc98,male,23,TRUE,nonsocial,0.7797,70,3,5,2,11,4,4,8,median,High AQ
1758,flsc98,flsc98,male,23,TRUE,nonsocial,1.079,71,3,5,2,11,4,4,8,median,High AQ
1759,flsc98,flsc98,male,23,TRUE,social,1.3423,44,2,4,1,11,4,4,8,median,High AQ
1760,flsc98,flsc98,male,23,FALSE,nonsocial,1.6528,60,3,2,2,11,4,4,8,median,High AQ
1761,flsc98,flsc98,male,23,TRUE,social,1.9845,30,2,1,1,11,4,4,8,median,High AQ
1762,flsc98,flsc98,male,23,TRUE,social,2.9901,31,2,1,1,11,4,4,8,median,High AQ
1763,flsc98,flsc98,male,23,TRUE,social,1.1101,32,2,1,1,11,4,4,8,median,High AQ
1764,flsc98,flsc98,male,23,TRUE,social,1.0186,33,2,2,1,11,4,4,8,median,High AQ
1765,flsc98,flsc98,male,23,TRUE,social,0.8783,34,2,2,1,11,4,4,8,median,High AQ
1766,flsc98,flsc98,male,23,TRUE,social,1.3201,35,2,2,1,11,4,4,8,median,High AQ
1767,flsc98,flsc98,male,23,TRUE,social,0.8671,80,4,1,2,11,4,4,8,median,High AQ
1768,flsc98,flsc98,male,23,TRUE,social,0.7527,81,4,2,2,11,4,4,8,median,High AQ
1769,flsc98,flsc98,male,23,TRUE,social,1.2838,82,4,2,2,11,4,4,8,median,High AQ
1770,flsc98,flsc98,male,23,TRUE,social,1.037,83,4,2,2,11,4,4,8,median,High AQ
1771,flsc98,flsc98,male,23,TRUE,social,1.3415,84,4,2,2,11,4,4,8,median,High AQ
1772,flsc98,flsc98,male,23,TRUE,nonsocial,0.6987,72,3,5,2,11,4,4,8,median,High AQ
1773,flsc98,flsc98,male,23,TRUE,social,1.0564,73,4,0,2,11,4,4,8,median,High AQ
1774,flsc98,flsc98,male,23,TRUE,social,0.8191,87,4,3,2,11,4,4,8,median,High AQ
1775,flsc98,flsc98,male,23,TRUE,social,0.6362,88,4,3,2,11,4,4,8,median,High AQ
1776,flsc98,flsc98,male,23,TRUE,social,0.7134,89,4,4,2,11,4,4,8,median,High AQ
1777,flsc98,flsc98,male,23,TRUE,social,1.9917,90,4,4,2,11,4,4,8,median,High AQ
1778,flsc98,flsc98,male,23,TRUE,social,1.1831,91,4,4,2,11,4,4,8,median,High AQ
1779,flsc98,flsc98,male,23,TRUE,social,1.1183,92,4,4,2,11,4,4,8,median,High AQ
1780,flsc98,flsc98,male,23,TRUE,social,1.3772,93,4,5,2,11,4,4,8,median,High AQ
1781,flsc98,flsc98,male,23,FALSE,nonsocial,1.2078,52,3,0,2,11,4,4,8,median,High AQ
1782,flsc98,flsc98,male,23,TRUE,nonsocial,2.2471,53,3,1,2,11,4,4,8,median,High AQ
1783,flsc98,flsc98,male,23,TRUE,nonsocial,0.9745,54,3,1,2,11,4,4,8,median,High AQ
1784,flsc98,flsc98,male,23,FALSE,nonsocial,0.9921,55,3,1,2,11,4,4,8,median,High AQ
1785,flsc98,flsc98,male,23,TRUE,social,1.2343,85,4,3,2,11,4,4,8,median,High AQ
1786,flsc98,flsc98,male,23,TRUE,social,1.8917,86,4,3,2,11,4,4,8,median,High AQ
1787,flsc98,flsc98,male,23,TRUE,nonsocial,2.5517,57,3,2,2,11,4,4,8,median,High AQ
1788,flsc98,flsc98,male,23,FALSE,nonsocial,NA,58,3,2,2,11,4,4,8,median,High AQ
1789,flsc98,flsc98,male,23,TRUE,nonsocial,1.2011,59,3,2,2,11,4,4,8,median,High AQ
1790,flsc98,flsc98,male,23,FALSE,nonsocial,1.4729,18,1,4,1,11,4,4,8,median,High AQ
1791,flsc98,flsc98,male,23,TRUE,nonsocial,0.5802,19,1,4,1,11,4,4,8,median,High AQ
1792,flsc98,flsc98,male,23,FALSE,nonsocial,4.8062,20,1,4,1,11,4,4,8,median,High AQ
1793,flsc98,flsc98,male,23,TRUE,nonsocial,2.0545,21,1,5,1,11,4,4,8,median,High AQ
1794,flsc98,flsc98,male,23,TRUE,nonsocial,2.9156,22,1,5,1,11,4,4,8,median,High AQ
1795,flsc98,flsc98,male,23,FALSE,nonsocial,1.1718,23,1,5,1,11,4,4,8,median,High AQ
1796,flsc98,flsc98,male,23,FALSE,nonsocial,4.2831,24,1,5,1,11,4,4,8,median,High AQ
1797,flsc98,flsc98,male,23,FALSE,social,1.5442,25,2,0,1,11,4,4,8,median,High AQ
1798,flsc98,flsc98,male,23,TRUE,social,1.3021,26,2,0,1,11,4,4,8,median,High AQ
1799,flsc98,flsc98,male,23,TRUE,nonsocial,1.6385,56,3,1,2,11,4,4,8,median,High AQ
1800,flsc98,flsc98,male,23,TRUE,social,1.213,28,2,0,1,11,4,4,8,median,High AQ
1801,flsc98,flsc98,male,23,TRUE,social,1.0102,29,2,1,1,11,4,4,8,median,High AQ
1802,flsc98,flsc98,male,23,TRUE,nonsocial,1.1177,4,1,0,1,11,4,4,8,median,High AQ
1803,flsc98,flsc98,male,23,TRUE,nonsocial,3.5897,5,1,1,1,11,4,4,8,median,High AQ
1804,flsc98,flsc98,male,23,FALSE,nonsocial,2.7081,6,1,1,1,11,4,4,8,median,High AQ
1805,flsc98,flsc98,male,23,TRUE,nonsocial,0.8544,7,1,1,1,11,4,4,8,median,High AQ
1806,flsc98,flsc98,male,23,FALSE,nonsocial,0.9541,8,1,1,1,11,4,4,8,median,High AQ
1807,flsc98,flsc98,male,23,TRUE,social,1.1257,36,2,2,1,11,4,4,8,median,High AQ
1808,flsc98,flsc98,male,23,TRUE,social,1.2081,37,2,3,1,11,4,4,8,median,High AQ
