participant_x,AQ_score,Gender,participant_y,BlockType,Alpha_Win,Theta_Win,Rho_Win,Alpha_Loss,Theta_Loss,Rho_Loss,Neg_LL,BIC,MatchedID,Rho_Index,Ambi_Index_Alpha_Win,Ambi_Index_Alpha_Loss,Ambi_Index_Rho_Win,Ambi_Index_Rho_Loss
nito82,25,female,nito82,nonsocial,0.560795266242156,1.0,0.0886311282652654,0.0572654754465956,4.051195665424306,0.4999999987924369,31.216830367727898,85.66086680090314,nito82,-0.4113688705271715,0.2932835839289604,-0.44542783470814845,-0.37082801322828374,0.0031373693895115906
nito82,25,female,nito82,social,0.2675116823131956,3.680428514714345,0.4594591414935491,0.502693310154744,1.0,0.4968626294029253,31.881004292187257,86.98921464982186,nito82,-0.0374034879093762,0.2932835839289604,-0.44542783470814845,-0.37082801322828374,0.0031373693895115906
niuz81,14,male,niuz81,social,0.5000000000099819,1.0,0.3534742135111658,0.2496672078489929,1.0,0.5006783235894355,34.45556226779084,92.13833060102904,niuz81,-0.14720411007826972,-0.16135370440760982,0.4813974494913892,0.1292428838907142,-0.0006783247462889275
niuz81,14,male,niuz81,nonsocial,0.3386462956023721,2.7118469508044813,0.48271709740188,0.7310646573403821,1.0,0.4999999988431466,32.59360853027543,88.41442312599821,niuz81,-0.017282901441266596,-0.16135370440760982,0.4813974494913892,0.1292428838907142,-0.0006783247462889275
node99,9,female,node99,nonsocial,0.7685522279079011,4.799788688027691,0.9383890962944864,0.446319592844414,1.0,0.5000000000925597,20.56800159820072,64.3632092618488,node99,0.4383890962019267,-0.009499193721006272,-0.0515700088755805,0.09158644121791093,-0.00048403222356852016
node99,9,female,node99,social,0.7780514216289074,3.698828241743281,0.8468026550765755,0.4978896017199945,1.0,0.5004840323161283,22.675221973864613,68.57765001317657,node99,0.3463186227604472,-0.009499193721006272,-0.0515700088755805,0.09158644121791093,-0.00048403222356852016
nona99,20,male,nona99,social,0.5399700228888854,4.122508093134068,0.8234858157631787,0.5000329653990673,1.0,0.4999886358674978,23.63597652295894,70.49915911136523,nona99,0.3234971798956809,0.17599151699858584,-0.11405512044344246,-0.09601185838237014,-0.0006416916290263863
nona99,20,male,nona99,nonsocial,0.7159615398874712,3.783812954198642,0.7274739573808086,0.3859778449556248,1.0,0.4993469442384714,28.276477041337532,79.7801601481224,nona99,0.22812701314233713,0.17599151699858584,-0.11405512044344246,-0.09601185838237014,-0.0006416916290263863
pada94,14,female,pada94,social,0.7852439757349216,5.091969110123923,0.944823516503785,0.1853126932032772,1.0,0.4993850485006264,22.20163713232047,67.63048033008829,pada94,0.4454384680031586,-0.2094388003776727,0.40598586557859,-0.09810669668427663,0.0006149513203169699
pada94,14,female,pada94,nonsocial,0.5758051753572488,3.6797210149399286,0.8467168198195084,0.5912985587818672,1.0,0.4999999998209434,25.32602801400339,73.87926209345413,pada94,0.346716819998565,-0.2094388003776727,0.40598586557859,-0.09810669668427663,0.0006149513203169699
papa97,9,male,papa97,social,0.4960378299142745,3.306203996717636,0.7601138464260996,0.360982370929708,1.0,0.4999999999175517,30.78830136390818,84.8038087932637,papa97,0.2601138465085479,0.004082358835557187,0.25399707088178003,-0.06268582708082115,3.581314844708361e-05
papa97,9,male,papa97,nonsocial,0.5001201887498317,4.379779895697807,0.6974280193452784,0.614979441811488,1.0,0.5000358130659988,27.41890740067442,78.06502086679619,papa97,0.19739220627927967,0.004082358835557187,0.25399707088178003,-0.06268582708082115,3.581314844708361e-05
